order_book_id,symbol,abbrev_symbol,round_lot,sector_code,sector_code_name,industry_code,industry_name,listed_date,issue_price,de_listed_date,type,exchange,board_type,status,special_type,trading_hours,market_tplus
301255.XSHE,通力科技,TLKJ,100,Industrials,工业,C34,通用设备制造业,2022-12-27,37.02,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301256.XSHE,华融化学,HRHX,100,Materials,原材料,C26,化学原料和化学制品制造业,2022-03-22,8.05,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301257.XSHE,普蕊斯,PRS,100,InformationTechnology,信息技术,M73,研究和试验发展,2022-05-17,46.8,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301258.XSHE,富士莱,FSL,100,HealthCare,医疗保健,C27,医药制造业,2022-03-29,48.3,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301259.XSHE,艾布鲁,ABL,100,Industrials,工业,N77,生态保护和环境治理业,2022-04-26,18.39,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301263.XSHE,泰恩康,TEK,100,ConsumerStaples,必需消费品,F51,批发业,2022-03-29,19.93,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301265.XSHE,华新环保,HXHB,100,Industrials,工业,C42,废弃资源综合利用业,2022-12-16,13.28,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301266.XSHE,宇邦新材,YBXC,100,InformationTechnology,信息技术,C38,电气机械和器材制造业,2022-06-08,26.86,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301267.XSHE,华厦眼科,HXYK,100,HealthCare,医疗保健,Q83,卫生,2022-11-07,50.88,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301268.XSHE,铭利达,MLD,100,Industrials,工业,C33,金属制品业,2022-04-07,28.5,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301269.XSHE,华大九天,HDJT,100,InformationTechnology,信息技术,I65,软件和信息技术服务业,2022-07-29,32.69,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301270.XSHE,汉仪股份,HYGF,100,InformationTechnology,信息技术,I65,软件和信息技术服务业,2022-08-31,25.68,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301273.XSHE,瑞晨环保,RCHB,100,InformationTechnology,信息技术,C34,通用设备制造业,2022-10-25,37.89,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301276.XSHE,嘉曼服饰,JMFS,100,ConsumerDiscretionary,非必须消费品,C18,纺织服装、服饰业,2022-09-09,40.66,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301277.XSHE,新天地,XTD,100,HealthCare,医疗保健,C27,医药制造业,2022-11-16,27,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301278.XSHE,快可电子,KKDZ,100,Industrials,工业,C38,电气机械和器材制造业,2022-08-04,34.84,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301279.XSHE,金道科技,JDKJ,100,Industrials,工业,C34,通用设备制造业,2022-04-13,31.2,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301280.XSHE,珠城科技,ZCKJ,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2022-12-26,67.4,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301282.XSHE,金禄电子,JLDZ,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2022-08-26,30.38,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301283.XSHE,聚胶股份,JJGF,100,Materials,原材料,C26,化学原料和化学制品制造业,2022-09-02,52.69,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301285.XSHE,鸿日达,HRD,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2022-09-28,14.6,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301286.XSHE,侨源股份,QYGF,100,Materials,原材料,C26,化学原料和化学制品制造业,2022-06-14,16.91,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301288.XSHE,清研环境,QYHJ,100,Industrials,工业,C35,专用设备制造业,2022-04-22,19.09,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301289.XSHE,国缆检测,GLJC,100,Industrials,工业,M74,专业技术服务业,2022-06-22,33.55,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301290.XSHE,东星医疗,DXYL,100,HealthCare,医疗保健,C35,专用设备制造业,2022-11-30,44.09,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301296.XSHE,新巨丰,XJF,100,Materials,原材料,C22,造纸和纸制品业,2022-09-02,18.19,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301297.XSHE,富乐德,FLD,100,InformationTechnology,信息技术,M74,专业技术服务业,2022-12-30,8.48,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301298.XSHE,东利机械,DLJX,100,ConsumerDiscretionary,非必须消费品,C36,汽车制造业,2022-06-06,12.68,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301299.XSHE,卓创资讯,ZCZX,100,InformationTechnology,信息技术,I65,软件和信息技术服务业,2022-10-19,29.99,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301300.XSHE,远翔新材,YXXC,100,Materials,原材料,C26,化学原料和化学制品制造业,2022-08-19,36.15,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301301.XSHE,川宁生物,CNSW,100,HealthCare,医疗保健,C27,医药制造业,2022-12-27,5,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301302.XSHE,华如科技,HRKJ,100,InformationTechnology,信息技术,I65,软件和信息技术服务业,2022-06-23,52.03,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301306.XSHE,西测测试,XCCS,100,Industrials,工业,M74,专业技术服务业,2022-07-26,43.23,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301308.XSHE,江波龙,JBL,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2022-08-05,55.67,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301309.XSHE,万得凯,WDK,100,Industrials,工业,C34,通用设备制造业,2022-09-19,39,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301311.XSHE,昆船智能,KCZN,100,Industrials,工业,C34,通用设备制造业,2022-11-30,13.88,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301312.XSHE,智立方,ZLF,100,InformationTechnology,信息技术,C35,专用设备制造业,2022-07-11,72.33,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301313.XSHE,凡拓数创,FTSC,100,InformationTechnology,信息技术,I65,软件和信息技术服务业,2022-09-30,25.25,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301316.XSHE,慧博云通,HBYT,100,InformationTechnology,信息技术,I65,软件和信息技术服务业,2022-10-13,7.6,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301318.XSHE,维海德,WHD,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2022-08-10,64.68,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301319.XSHE,唯特偶,WTO,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2022-09-29,47.75,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301321.XSHE,翰博高新,HBGX,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2022-08-18,48.47,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301326.XSHE,捷邦科技,JBKJ,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2022-09-21,51.72,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301327.XSHE,华宝新能,HBXN,100,Industrials,工业,C38,电气机械和器材制造业,2022-09-19,237.5,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301328.XSHE,维峰电子,WFDZ,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2022-09-08,78.8,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301330.XSHE,熵基科技,SJKJ,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2022-08-17,43.32,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301331.XSHE,恩威医药,EWYY,100,HealthCare,医疗保健,C27,医药制造业,2022-09-21,29.8,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301333.XSHE,诺思格,NSG,100,HealthCare,医疗保健,M73,研究和试验发展,2022-08-02,78.88,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301335.XSHE,天元宠物,TYCW,100,ConsumerDiscretionary,非必须消费品,C24,文教、工美、体育和娱乐用品制造业,2022-11-18,49.98,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301336.XSHE,趣睡科技,QSKJ,100,ConsumerDiscretionary,非必须消费品,C21,家具制造业,2022-08-12,37.53,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301338.XSHE,凯格精机,KGJJ,100,Industrials,工业,C35,专用设备制造业,2022-08-16,46.33,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301339.XSHE,通行宝,TXB,100,InformationTechnology,信息技术,I65,软件和信息技术服务业,2022-09-09,18.78,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301349.XSHE,信德新材,XDXC,100,Materials,原材料,C26,化学原料和化学制品制造业,2022-09-09,138.88,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301356.XSHE,天振股份,TZGF,100,Materials,原材料,C29,橡胶和塑料制品业,2022-11-14,63,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301359.XSHE,东南电子,DNDZ,100,InformationTechnology,信息技术,C38,电气机械和器材制造业,2022-11-09,20.84,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301361.XSHE,众智科技,ZZKJ,100,Industrials,工业,C38,电气机械和器材制造业,2022-11-16,26.44,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301363.XSHE,美好医疗,MHYL,100,HealthCare,医疗保健,C35,专用设备制造业,2022-10-12,30.66,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301365.XSHE,矩阵股份,JZGF,100,Industrials,工业,M74,专业技术服务业,2022-11-22,34.72,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301366.XSHE,一博科技,YBKJ,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2022-09-26,65.35,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301367.XSHE,怡和嘉业,YHJY,100,HealthCare,医疗保健,C35,专用设备制造业,2022-11-01,119.88,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301368.XSHE,丰立智能,FLZN,100,Industrials,工业,C34,通用设备制造业,2022-12-15,22.33,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301369.XSHE,联动科技,LDKJ,100,Industrials,工业,C35,专用设备制造业,2022-09-22,96.58,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301377.XSHE,鼎泰高科,DTGK,100,InformationTechnology,信息技术,C33,金属制品业,2022-11-22,22.88,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301379.XSHE,天山电子,TSDZ,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2022-11-01,31.51,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301380.XSHE,挖金客,WJK,100,TelecommunicationServices,电信服务,I65,软件和信息技术服务业,2022-10-25,34.78,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301388.XSHE,欣灵电气,XLDQ,100,Industrials,工业,C38,电气机械和器材制造业,2022-11-09,25.88,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301389.XSHE,隆扬电子,LYDZ,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2022-10-31,22.5,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301391.XSHE,卡莱特,KLT,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2022-12-01,96,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301396.XSHE,宏景科技,HJKJ,100,InformationTechnology,信息技术,I65,软件和信息技术服务业,2022-11-11,40.13,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
301398.XSHE,星源卓镁,XYZM,100,ConsumerDiscretionary,非必须消费品,C32,有色金属冶炼和压延加工业,2022-12-15,34.4,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
600000.XSHG,浦发银行,PFYH,100,Financials,金融,J66,货币金融服务,1999-11-10,10.0,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600004.XSHG,白云机场,BYJC,100,Industrials,工业,G56,航空运输业,2003-04-28,5.88,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600005.XSHG,武钢股份,WGGF,100,Unknown,未知,Unknown,未知,1999-08-03,4.3,2017-02-14,CS,XSHG,MainBoard,Delisted,Normal,"09:31-11:30,13:01-15:00",1
600006.XSHG,东风汽车,DFQC,100,ConsumerDiscretionary,非必须消费品,C36,汽车制造业,1999-07-27,5.1,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600007.XSHG,中国国贸,ZGGM,100,RealEstate,房地产,K70,房地产业,1999-03-12,5.46,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600008.XSHG,首创环保,SCHB,100,Utilities,公用事业,D46,水的生产和供应业,2000-04-27,8.98,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600009.XSHG,上海机场,SHJC,100,Industrials,工业,G56,航空运输业,1998-02-18,6.41,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600010.XSHG,包钢股份,BGGF,100,Materials,原材料,C31,黑色金属冶炼和压延加工业,2001-03-09,5.18,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600011.XSHG,华能国际,HNGJ,100,Utilities,公用事业,D44,电力、热力生产和供应业,2001-12-06,7.95,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600012.XSHG,皖通高速,WTGS,100,Industrials,工业,G54,道路运输业,2003-01-07,2.2,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600015.XSHG,华夏银行,HXYH,100,Financials,金融,J66,货币金融服务,2003-09-12,5.6,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600016.XSHG,民生银行,MSYH,100,Financials,金融,J66,货币金融服务,2000-12-19,11.8,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600017.XSHG,日照港,RZG,100,Industrials,工业,G55,水上运输业,2006-10-17,4.7,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600018.XSHG,上港集团,SGJT,100,Industrials,工业,G55,水上运输业,2006-10-26,3.67,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600019.XSHG,宝钢股份,BGGF,100,Materials,原材料,C31,黑色金属冶炼和压延加工业,2000-12-12,4.18,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600020.XSHG,中原高速,ZYGS,100,Industrials,工业,G54,道路运输业,2003-08-08,6.36,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600021.XSHG,上海电力,SHDL,100,Utilities,公用事业,D44,电力、热力生产和供应业,2003-10-29,5.8,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600022.XSHG,山东钢铁,SDGT,100,Materials,原材料,C31,黑色金属冶炼和压延加工业,2004-06-29,6.36,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600023.XSHG,浙能电力,ZNDL,100,Utilities,公用事业,D44,电力、热力生产和供应业,2013-12-19,5.53,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600025.XSHG,华能水电,HNSD,100,Utilities,公用事业,D44,电力、热力生产和供应业,2017-12-15,2.17,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600026.XSHG,中远海能,ZYHN,100,Industrials,工业,G55,水上运输业,2002-05-23,2.36,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600027.XSHG,华电国际,HDGJ,100,Utilities,公用事业,D44,电力、热力生产和供应业,2005-02-03,2.52,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600028.XSHG,中国石化,ZGSH,100,Energy,能源,B07,石油和天然气开采业,2001-08-08,4.22,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600029.XSHG,南方航空,NFHK,100,Industrials,工业,G56,航空运输业,2003-07-25,2.7,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600030.XSHG,中信证券,ZXZQ,100,Financials,金融,J67,资本市场服务,2003-01-06,4.5,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600031.XSHG,三一重工,SYZG,100,Industrials,工业,C35,专用设备制造业,2003-07-03,15.56,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600032.XSHG,浙江新能,ZJXN,100,Utilities,公用事业,D44,电力、热力生产和供应业,2021-05-25,3.51,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600033.XSHG,福建高速,FJGS,100,Industrials,工业,G54,道路运输业,2001-02-09,6.66,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600035.XSHG,楚天高速,CTGS,100,Industrials,工业,G54,道路运输业,2004-03-10,3.0,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600036.XSHG,招商银行,ZSYH,100,Financials,金融,J66,货币金融服务,2002-04-09,7.3,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600037.XSHG,歌华有线,GHYX,100,TelecommunicationServices,电信服务,I63,电信、广播电视和卫星传输服务,2001-02-08,15.5,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600038.XSHG,中直股份,ZZGF,100,Industrials,工业,C37,铁路、船舶、航空航天和其他运输设备制造业,2000-12-18,7.85,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600039.XSHG,四川路桥,SCLQ,100,Industrials,工业,E48,土木工程建筑业,2003-03-25,6.87,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600048.XSHG,保利发展,BLFZ,100,RealEstate,房地产,K70,房地产业,2006-07-31,13.95,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600050.XSHG,中国联通,ZGLT,100,TelecommunicationServices,电信服务,I63,电信、广播电视和卫星传输服务,2002-10-09,2.3,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600051.XSHG,宁波联合,NBLH,100,Industrials,工业,F51,批发业,1997-04-10,11.78,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600052.XSHG,东望时代,DWSD,100,TelecommunicationServices,电信服务,R86,广播、电视、电影和影视录音制作业,1997-04-15,5.7,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600053.XSHG,九鼎投资,JDTZ,100,RealEstate,房地产,J69,其他金融业,1997-04-18,5.6,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600054.XSHG,黄山旅游,HSLY,100,ConsumerDiscretionary,非必须消费品,N78,公共设施管理业,1997-05-06,6.02,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600055.XSHG,万东医疗,WDYL,100,HealthCare,医疗保健,C35,专用设备制造业,1997-05-19,8.54,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600056.XSHG,中国医药,ZGYY,100,HealthCare,医疗保健,F51,批发业,1997-05-15,7.02,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600057.XSHG,厦门象屿,XMXY,100,Industrials,工业,L72,商务服务业,1997-06-04,4.43,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600058.XSHG,五矿发展,WKFZ,100,Industrials,工业,F51,批发业,1997-05-28,8.52,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600059.XSHG,古越龙山,GYLS,100,ConsumerStaples,必需消费品,C15,酒、饮料和精制茶制造业,1997-05-16,8.84,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600060.XSHG,海信视像,HXSX,100,ConsumerDiscretionary,非必须消费品,C39,计算机、通信和其他电子设备制造业,1997-04-22,6.28,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600061.XSHG,国投资本,GTZB,100,Financials,金融,J67,资本市场服务,1997-05-19,6.2,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600062.XSHG,华润双鹤,HRSH,100,HealthCare,医疗保健,C27,医药制造业,1997-05-22,6.69,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600063.XSHG,皖维高新,WWGX,100,Materials,原材料,C28,化学纤维制造业,1997-05-28,6.15,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600064.XSHG,南京高科,NJGK,100,RealEstate,房地产,K70,房地产业,1997-05-06,7.84,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600066.XSHG,宇通客车,YTKC,100,ConsumerDiscretionary,非必须消费品,C36,汽车制造业,1997-05-08,9.75,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600067.XSHG,冠城大通,GCDT,100,RealEstate,房地产,K70,房地产业,1997-05-08,100.0,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600068.XSHG,葛洲坝,GZB,100,Unknown,未知,Unknown,未知,1997-05-26,6.0,2021-09-13,CS,XSHG,MainBoard,Delisted,Normal,"09:31-11:30,13:01-15:00",1
600069.XSHG,退市银鸽,TSYG,100,Unknown,未知,Unknown,未知,1997-04-30,4.62,2020-08-27,CS,XSHG,MainBoard,Delisted,Other,"09:31-11:30,13:01-15:00",1
600070.XSHG,ST富润,STFR,100,ConsumerDiscretionary,非必须消费品,I64,互联网和相关服务,1997-06-04,3.77,0000-00-00,CS,XSHG,MainBoard,Active,ST,"09:31-11:30,13:01-15:00",1
600071.XSHG,凤凰光学,FHGX,100,InformationTechnology,信息技术,C40,仪器仪表制造业,1997-05-28,5.6,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600072.XSHG,中船科技,ZCKJ,100,Industrials,工业,E48,土木工程建筑业,1997-06-03,5.37,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600073.XSHG,上海梅林,SHML,100,ConsumerStaples,必需消费品,C14,食品制造业,1997-07-04,4.0,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600074.XSHG,退市保千,TSBQ,100,Unknown,未知,Unknown,未知,1997-06-23,6.63,2020-06-02,CS,XSHG,MainBoard,Delisted,Other,"09:31-11:30,13:01-15:00",1
600075.XSHG,新疆天业,XJTY,100,Materials,原材料,C26,化学原料和化学制品制造业,1997-06-17,6.53,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600076.XSHG,康欣新材,KXXC,100,Materials,原材料,C20,木材加工和木、竹、藤、棕、草制品业,1997-05-26,5.6,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600077.XSHG,*ST宋都,*STSD,100,Unknown,未知,Unknown,未知,1997-05-20,5.18,2023-07-25,CS,XSHG,MainBoard,Delisted,StarST,"09:31-11:30,13:01-15:00",1
600078.XSHG,ST澄星,STCX,100,Materials,原材料,C26,化学原料和化学制品制造业,1997-06-27,5.8,0000-00-00,CS,XSHG,MainBoard,Active,ST,"09:31-11:30,13:01-15:00",1
600079.XSHG,人福医药,RFYY,100,HealthCare,医疗保健,C27,医药制造业,1997-06-06,5.22,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600080.XSHG,金花股份,JHGF,100,HealthCare,医疗保健,C27,医药制造业,1997-06-12,6.16,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600081.XSHG,东风科技,DFKJ,100,ConsumerDiscretionary,非必须消费品,C36,汽车制造业,1997-07-03,7.55,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
600082.XSHG,海泰发展,HTFZ,100,Industrials,工业,F51,批发业,1997-06-20,5.18,0000-00-00,CS,XSHG,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
